 3, 5.30000E-03, 6.40000E-03, 6.40000E-03, 9.80000E-03, 1.20000E-02, 1.30000E-02, 1.80000E-02, 2.20000E-02, 1.90000E-02, 2.60000E-02, 5.00000E-02, 5.50000E-02, 4.20000E-02,0.0,0.0,0.0
 0, 2.62000E-03, 7.80000E-03, 7.80000E-03, 1.10000E-02, 1.10000E-02, 1.60000E-02, 2.60000E-02, 2.70000E-02, 2.90000E-02, 7.00000E-02, 1.00000E-01,0.0,0.0,0.0,0.0,0.0
 0, 5.90000E-03, 5.00000E-03, 7.40000E-03, 1.20000E-02, 1.15000E-02, 9.00000E-03, 1.05000E-02, 1.50000E-02, 1.35000E-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 0, 2.94000E-03, 4.80000E-03, 1.20000E-02, 1.05000E-02, 1.10000E-02, 1.90000E-02, 1.75000E-02, 1.90000E-02, 3.00000E-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 8, 4.40000E-03, 3.55000E-03, 1.05000E-02, 1.05000E-02, 1.00000E-02, 2.00000E-02, 2.30000E-02, 2.40000E-02, 3.60000E-02, 4.00000E-02, 5.50000E-02, 1.20000E-01,0.0,0.0,0.0,0.0
 5, 3.70000E-03, 7.40000E-03, 6.80000E-03, 1.15000E-02, 1.30000E-02, 1.35000E-02, 1.85000E-02, 1.85000E-02, 3.60000E-02, 3.80000E-02, 3.80000E-02, 3.60000E-02, 1.30000E-01,0.0,0.0,0.0
 4, 3.80000E-03, 5.20000E-03, 6.60000E-03, 4.90000E-03, 6.20000E-03, 2.60000E-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 0, 3.65000E-03, 4.30000E-03, 6.60000E-03, 1.05000E-02, 1.45000E-02, 1.15000E-02, 1.75000E-02, 2.10000E-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 1, 6.60000E-03, 6.80000E-03, 7.00000E-03, 1.05000E-02, 1.45000E-02, 1.55000E-02, 1.55000E-02, 1.55000E-02, 1.75000E-02, 2.40000E-02, 3.40000E-02, 2.70000E-02, 3.40000E-02, 5.00000E-02, 4.10000E-01,0.0
 0, 3.20000E-03, 4.40000E-03, 5.70000E-03, 6.00000E-03, 1.30000E-02, 3.20000E-02, 7.50000E-02, 9.50000E-02, 2.10000E-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 0, 2.84000E-03, 5.70000E-03, 4.90000E-03, 7.80000E-03, 1.70000E-02, 2.00000E-02, 1.95000E-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 4, 4.00000E-03, 4.50000E-03, 8.40000E-03, 6.20000E-03, 1.00000E-02, 1.10000E-02, 2.30000E-02, 3.20000E-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 1, 4.90000E-03, 1.00000E-02, 1.05000E-02, 1.00000E-02, 1.75000E-02, 9.60000E-03, 1.30000E-02, 1.30000E-02, 1.60000E-02, 2.50000E-02, 2.80000E-02, 2.80000E-02, 4.40000E-02, 1.10000E-01,0.0,0.0
 1, 3.40000E-03, 4.90000E-03, 8.00000E-03, 1.20000E-02, 1.35000E-02, 1.15000E-02, 1.35000E-02, 2.40000E-02, 4.00000E-02, 1.20000E-01,0.0,0.0,0.0,0.0,0.0,0.0
 0, 3.35000E-03, 4.10000E-03, 5.90000E-03, 9.20000E-03, 1.25000E-02, 2.20000E-02, 4.80000E-02, 5.00000E-02, 4.60000E-02, 8.50000E-02,0.0,0.0,0.0,0.0,0.0,0.0
 3, 5.00000E-03, 5.90000E-03, 6.80000E-03, 6.00000E-03, 9.20000E-03, 1.15000E-02, 1.20000E-02, 2.60000E-02, 8.00000E-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 3, 3.95000E-03, 4.50000E-03, 6.20000E-03, 5.50000E-03, 1.65000E-02, 1.65000E-02, 3.40000E-02, 3.00000E-02, 1.30000E-01, 1.90000E-01, 3.80000E-01,0.0,0.0,0.0,0.0,0.0
 1, 3.35000E-03, 4.20000E-03, 7.60000E-03, 8.00000E-03, 1.00000E-02, 1.75000E-02, 1.50000E-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 2, 6.00000E-03, 6.80000E-03, 8.20000E-03, 7.20000E-03, 8.80000E-03, 1.10000E-02, 1.10000E-02, 1.35000E-02, 2.00000E-02, 3.40000E-02,0.0,0.0,0.0,0.0,0.0,0.0
 0, 3.95000E-03, 6.00000E-03, 7.60000E-03, 7.00000E-03, 1.05000E-02, 1.10000E-02, 1.85000E-02, 2.10000E-02, 2.70000E-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
